103.830658,217.597931,-668.987427
,86.897354,217.598694,-668.809326
,81.072800,229.914825,-668.999268
,75.997650,230.140961,-669.139832
,47.505432,218.853638,-669.056458
,34.231049,220.498108,-669.160889
,134.224655,220.852692,-669.241821
,71.432892,217.271698,-669.203308
,85.366379,213.870209,-664.000610
,79.015457,223.757568,-663.068604
,86.400467,210.433533,-658.966064
,80.813354,224.372070,-659.947693
,134.248489,212.478577,-652.760010
,124.406693,208.190369,-651.700439
,76.329651,218.479431,-654.306885
,84.231491,195.108383,-639.975342
,75.125153,218.860931,-649.181580
,134.348160,210.416351,-642.129272
,80.951645,199.985275,-642.496765
,67.121521,206.108185,-651.197876
,100.911163,182.075577,-625.062744
,69.848846,209.521545,-645.512878
,34.260742,198.242722,-634.963867
,123.444717,200.201263,-634.241821
,69.054321,195.040848,-634.833435
,61.229553,200.174835,-641.682556
,68.699219,205.377365,-641.427185
,108.550308,181.908524,-616.862915
,64.068970,203.048111,-637.892883
,58.758453,203.906021,-636.010620
,53.331329,197.046707,-632.786865
,44.691742,199.064926,-634.434814
,59.972748,213.016815,-632.119507
,133.836807,212.623840,-631.003174
,86.839523,183.699799,-622.271240
,60.983826,191.954971,-627.369263
,57.182098,197.132309,-628.619751
,44.616669,199.821426,-628.162231
,34.134827,197.635498,-624.916260
,79.807999,183.513596,-622.413208
,52.791809,196.516998,-624.160339
,118.639114,192.447388,-608.572693
,104.615829,181.796204,-615.924927
,72.393250,177.578461,-616.534302
,61.879822,184.416107,-621.140747
,40.959961,206.903168,-614.288208
,34.459625,203.324234,-611.425415
,87.907867,186.010254,-614.183167
,81.483765,182.337051,-613.887756
,60.016724,173.625473,-612.456299
,47.352264,201.104309,-610.203064
,134.618546,217.469727,-611.943848
,78.197388,177.974442,-609.349121
,50.349426,155.620392,-602.505859
,40.524323,205.320007,-607.141235
,134.270523,218.155914,-604.646484
,66.718536,155.197372,-599.530029
,34.251678,203.890854,-605.855103
,127.550766,204.888611,-593.380737
,121.944427,198.844330,-593.325562
,112.354050,194.920715,-598.875977
,81.988586,193.429214,-600.059570
,71.449066,156.493668,-596.258057
,37.731171,189.762634,-590.428101
,134.306625,217.263031,-598.943298
,93.017944,204.312332,-597.007812
,34.343048,196.756393,-593.688049
,53.101318,151.695084,-596.979919
,134.281067,214.970551,-593.190186
,114.767410,196.064270,-591.368774
,89.589035,203.383255,-592.159119
,73.171936,179.422440,-586.259399
,96.300583,204.968658,-591.164551
,66.606506,150.818619,-585.173401
,43.161255,150.151901,-586.805542
,82.327728,190.314316,-580.774597
,134.337067,210.733124,-587.021423
,126.396469,197.046875,-582.681641
,115.766495,191.447037,-581.970459
,96.889343,200.941437,-584.471680
,77.235687,187.133347,-584.192322
,34.189667,186.983826,-583.525391
,85.796860,186.225357,-575.863037
,134.295212,200.332199,-577.308960
,67.632172,189.800888,-569.227905
,62.851196,149.709259,-577.025269
,41.961823,151.425552,-579.464111
,34.098694,181.567841,-579.639832
,77.843475,189.781860,-576.605957
,63.035736,156.071213,-569.112915
,125.353638,180.156754,-569.288818
,118.899231,176.763824,-569.120544
,99.858414,175.314392,-569.311157
,91.908768,174.291931,-568.988342
,59.876434,150.916382,-569.175537
,37.672852,151.093384,-569.212158
,111.144211,175.049484,-569.126892
,72.917267,194.481125,-569.361389
,134.257935,188.687088,-569.167847
,88.755127,175.710327,-568.515259
,34.257935,161.919144,-569.167847
,134.302765,188.680283,-569.204834
,127.237961,182.168198,-568.969238
,120.182663,177.134705,-569.199158
,111.218307,175.106155,-569.063904
,99.920380,175.207596,-569.452759
,91.928955,174.023285,-569.376221
,88.463272,175.228561,-569.240234
,75.875061,192.371185,-568.814697
,71.644379,193.236862,-569.195679
,68.410522,189.937546,-569.102966
,62.876221,156.068329,-569.169861
,59.932831,150.814957,-569.155029
,41.279694,150.063324,-569.186279
,36.980072,152.550827,-569.178589
,34.257935,161.919144,-569.167847
,118.590790,160.578568,-556.498596
,84.958511,178.398041,-569.294067
,69.818359,192.227768,-563.758545
,34.257935,159.846664,-566.310730
,87.954498,160.271652,-558.004395
,64.939056,183.765381,-560.707092
,57.379700,156.679443,-555.240845
,53.794159,151.236038,-555.996460
,50.581543,150.115204,-558.228699
,42.934845,151.102097,-560.564575
,34.257935,162.157516,-563.453613
,34.257935,162.613449,-560.596436
,33.799377,160.593765,-557.505432
,134.250290,157.061356,-549.289673
,72.629608,169.299042,-539.672607
,68.170654,169.776825,-539.645142
,42.225220,149.140549,-553.526855
,88.458160,150.480576,-544.630005
